ID,Gender,Age,Graduated,Profession,Spending_Score,Var_1,Segmentation
463953,Male,28,Yes,Entertainment,Average,Cat_7,B
462202,Female,43,Yes,Entertainment,Low,Cat_4,A
467830,Male,31,Yes,Entertainment,Low,Cat_6,D
463752,Female,28,Yes,Healthcare,Low,Cat_3,D
461770,Male,65,Yes,Artist,Low,Cat_6,A
466525,Male,33,Yes,Artist,Average,Cat_6,B
462349,Male,49,Yes,Artist,Average,Cat_6,C
463964,Male,33,No,Healthcare,Low,Cat_6,C
459353,Male,53,Yes,Artist,Average,Cat_6,C
459709,Female,47,Yes,Artist,Average,Cat_6,C
461858,Male,31,No,Entertainment,Low,Cat_4,D
460450,Male,52,Yes,Executive,High,Cat_4,B
466520,Male,61,No,Engineer,Average,Cat_3,B
467646,Male,31,No,Healthcare,Low,Cat_6,D
460780,Female,30,Yes,Healthcare,Low,Cat_3,A
463514,Male,63,Yes,Entertainment,Average,Cat_6,C
465105,Male,69,No,Executive,Average,Cat_6,B
460445,Male,29,Yes,Engineer,Low,Cat_3,D
462961,Female,56,No,Engineer,Average,Cat_6,B
463932,Female,72,Yes,Artist,Average,Cat_6,B
459145,Male,88,No,Lawyer,Low,Cat_2,A
465651,Male,30,No,Engineer,Low,Cat_6,D
463721,Female,31,Yes,Healthcare,Low,Cat_2,B
467369,Male,41,Yes,Artist,Low,Cat_6,A
461361,Female,31,Yes,Healthcare,Low,Cat_5,D
465608,Male,20,No,Healthcare,Low,Cat_3,D
464793,Female,26,No,Marketing,High,Cat_4,A
463736,Male,48,No,Entertainment,Average,Cat_6,C
462799,Male,26,No,Healthcare,Low,Cat_5,D
459006,Male,20,No,Healthcare,Low,Cat_6,D
460204,Male,41,Yes,Artist,Low,Cat_6,A
465257,Male,20,No,Healthcare,Low,Cat_2,D
466762,Male,63,Yes,Homemaker,Low,Cat_6,B
464318,Male,88,Yes,Executive,Low,Cat_6,D
459634,Female,39,Yes,Engineer,Low,Cat_6,B
465416,Male,55,No,Engineer,High,Cat_6,A
467275,Male,32,Yes,Healthcare,Low,Cat_6,D
462117,Male,32,Yes,Entertainment,Low,Cat_6,D
460710,Female,38,Yes,Artist,Average,Cat_6,A
460098,Female,62,Yes,Engineer,Low,Cat_3,B
465787,Male,18,No,Healthcare,Low,Cat_4,D
463365,Male,67,No,Executive,High,Cat_6,D
464042,Female,42,Yes,Artist,Low,Cat_6,B
467627,Female,45,Yes,Engineer,Low,Cat_6,A
464720,Male,46,No,Doctor,Average,Cat_4,D
461123,Male,20,No,Healthcare,Low,Cat_4,D
465413,Female,41,Yes,Engineer,High,Cat_6,A
465126,Female,35,No,Engineer,Average,Cat_4,A
465950,Female,52,Yes,Artist,Low,Cat_6,A
466734,Female,63,Yes,Artist,Average,Cat_6,B
466222,Male,51,No,Executive,Low,Cat_2,C
466142,Female,29,Yes,Entertainment,Average,Cat_6,A
467888,Male,27,No,Doctor,Low,Cat_6,B
461992,Female,37,Yes,Doctor,Low,Cat_4,A
460522,Female,29,No,Homemaker,Average,Cat_4,C
459973,Female,50,Yes,Artist,Low,Cat_6,A
460695,Male,74,Yes,Lawyer,Low,Cat_6,A
464260,Female,72,Yes,Artist,Average,Cat_6,C
464140,Female,83,Yes,Lawyer,High,Cat_6,B
465606,Male,37,Yes,Engineer,Average,Cat_3,A
459050,Female,19,No,Healthcare,Low,Cat_6,D
462330,Female,30,No,Artist,Low,Cat_6,B
459940,Female,46,Yes,Engineer,Low,Cat_1,B
466352,Female,65,Yes,Doctor,Low,Cat_6,B
463558,Female,88,Yes,Lawyer,Average,Cat_6,C
460049,Male,43,Yes,Entertainment,Average,Cat_5,A
464148,Male,50,Yes,Executive,High,Cat_2,C
465503,Male,35,Yes,Artist,Low,Cat_6,D
465082,Male,67,Yes,Lawyer,Low,Cat_3,A
459832,Male,66,Yes,Executive,Low,Cat_6,B
464609,Female,39,Yes,Artist,Low,Cat_6,C
466703,Female,46,Yes,Homemaker,Average,Cat_6,C
466864,Female,32,No,Homemaker,Low,Cat_6,D
461458,Female,40,Yes,Artist,Low,Cat_6,B
459218,Male,88,Yes,Lawyer,High,Cat_6,C
462860,Male,30,Yes,Healthcare,Low,Cat_6,D
462033,Male,32,Yes,Entertainment,Low,Cat_6,A
467695,Male,43,No,Marketing,Low,Cat_7,D
463090,Female,55,No,Engineer,Average,Cat_6,B
459219,Female,47,Yes,Artist,Average,Cat_6,C
460148,Female,73,No,Engineer,Low,Cat_7,A
461603,Male,39,Yes,Artist,Low,Cat_6,C
466359,Male,22,No,Healthcare,Low,Cat_6,D
464655,Male,39,Yes,Unemployed,Average,Cat_4,A
466088,Female,31,No,Healthcare,Low,Cat_6,B
461205,Male,27,Yes,Healthcare,Low,Cat_2,D
462822,Male,19,No,Healthcare,Low,Cat_6,D
459076,Male,69,No,Doctor,Average,Cat_6,C
463410,Male,37,No,Doctor,Average,Cat_6,B
463879,Male,45,Yes,Executive,High,Cat_6,C
462827,Female,22,No,Doctor,Low,Cat_3,A
461500,Female,26,Yes,Doctor,Low,Cat_6,B
461553,Male,39,Yes,Artist,Low,Cat_7,A
467912,Male,61,Yes,Entertainment,Low,Cat_5,A
465029,Female,74,No,Lawyer,High,Cat_6,C
460062,Male,29,Yes,Artist,Low,Cat_3,D
462863,Male,29,Yes,Homemaker,Low,Cat_6,D
460465,Male,36,No,Executive,Low,Cat_6,D
460335,Female,63,Yes,Doctor,Low,Cat_6,B
466067,Male,69,Yes,Artist,Average,Cat_3,C
463962,Female,35,Yes,Artist,Low,Cat_6,B
459807,Male,81,Yes,Lawyer,Low,Cat_6,A
463364,Female,71,No,Lawyer,High,Cat_6,B
463599,Female,31,No,Healthcare,Low,Cat_3,C
462686,Male,41,Yes,Entertainment,Average,Cat_7,A
462949,Male,35,No,Homemaker,Average,Cat_6,B
460275,Female,52,Yes,Artist,Low,Cat_6,A
461184,Male,19,No,Healthcare,Low,Cat_3,D
460728,Female,39,Yes,Artist,Low,Cat_7,B
462416,Male,45,No,Artist,Low,Cat_4,B
460846,Female,19,No,Marketing,Low,Cat_6,D
459542,Male,23,No,Healthcare,Low,Cat_6,D
459080,Male,77,No,Lawyer,Low,Cat_6,D
463106,Female,84,Yes,Lawyer,Low,Cat_6,B
464728,Male,47,No,Entertainment,High,Cat_4,D
466474,Male,29,Yes,Entertainment,Low,Cat_6,A
461711,Female,35,Yes,Artist,Low,Cat_2,A
460347,Male,40,Yes,Artist,Low,Cat_6,C
467689,Male,35,No,Healthcare,Low,Cat_6,D
460260,Male,20,No,Healthcare,Low,Cat_2,D
466344,Male,43,Yes,Entertainment,Low,Cat_2,A
466437,Male,56,No,Executive,Low,Cat_6,D
460423,Female,53,Yes,Artist,Low,Cat_7,A
459590,Male,22,No,Executive,High,Cat_6,D
464668,Male,32,No,Healthcare,High,Cat_4,D
463049,Male,51,No,Executive,High,Cat_6,A
460458,Female,41,No,Marketing,Low,Cat_3,D
462407,Male,37,No,Doctor,Average,Cat_6,A
459450,Male,55,Yes,Artist,Average,Cat_6,A
463255,Male,42,Yes,Entertainment,Low,Cat_6,A
462574,Male,20,No,Healthcare,Low,Cat_4,D
465761,Female,42,Yes,Artist,Low,Cat_4,A
467728,Female,38,No,Engineer,High,Cat_6,B
465841,Female,52,Yes,Engineer,Low,Cat_6,A
460117,Female,48,Yes,Marketing,Low,Cat_6,D
466619,Male,37,Yes,Entertainment,Average,Cat_6,C
461722,Male,27,No,Doctor,Low,Cat_6,B
460898,Male,48,No,Artist,Average,Cat_6,B
463627,Female,25,Yes,Marketing,Low,Cat_4,D
460403,Female,56,Yes,Doctor,Low,Cat_6,A
459818,Female,68,No,Lawyer,Low,Cat_6,D
463732,Male,21,No,Healthcare,Low,Cat_6,D
462499,Female,72,No,Lawyer,Average,Cat_6,D
467112,Male,43,Yes,Artist,Low,Cat_2,B
459902,Male,52,Yes,Lawyer,High,Cat_6,C
463233,Male,50,No,Executive,Average,Cat_6,B
467721,Male,41,Yes,Entertainment,Low,Cat_4,D
465915,Male,40,Yes,Entertainment,Average,Cat_6,B
464506,Male,32,Yes,Healthcare,Low,Cat_4,D
460624,Male,57,Yes,Homemaker,High,Cat_6,A
462020,Female,25,Yes,Artist,Low,Cat_6,C
464320,Male,74,No,Lawyer,High,Cat_6,A
467687,Male,38,Yes,Entertainment,Low,Cat_6,D
461561,Female,46,Yes,Artist,Average,Cat_6,C
465953,Female,50,Yes,Artist,Low,Cat_6,D
463309,Male,50,Yes,Artist,Average,Cat_3,B
459134,Female,69,Yes,Lawyer,High,Cat_6,C
464195,Male,29,Yes,Artist,Low,Cat_6,A
467696,Male,84,Yes,Lawyer,High,Cat_6,B
459586,Male,73,No,Executive,Low,Cat_6,C
466504,Male,38,No,Executive,High,Cat_6,B
466792,Female,82,No,Lawyer,Low,Cat_6,A
459875,Male,71,No,Lawyer,High,Cat_6,A
463837,Female,50,No,Engineer,Low,Cat_7,B
465384,Male,56,Yes,Artist,High,Cat_6,B
462050,Male,19,No,Healthcare,Low,Cat_2,D
465268,Male,29,No,Executive,Low,Cat_6,B
461370,Male,26,Yes,Doctor,Low,Cat_6,D
464225,Female,31,No,Doctor,Low,Cat_3,C
466665,Male,42,Yes,Artist,Average,Cat_6,A
462290,Female,33,Yes,Doctor,Low,Cat_6,B
459326,Male,35,No,Healthcare,Low,Cat_6,D
464926,Female,46,No,Engineer,High,Cat_4,A
460343,Female,67,Yes,Artist,Low,Cat_6,B
463626,Female,35,No,Artist,Low,Cat_6,D
464266,Male,28,No,Doctor,Low,Cat_6,A
464491,Female,43,No,Doctor,Low,Cat_4,D
467698,Female,40,No,Artist,Average,Cat_6,A
463440,Female,73,Yes,Artist,Average,Cat_1,C
463602,Female,21,No,Healthcare,Low,Cat_6,D
464706,Female,32,No,Doctor,Low,Cat_4,D
467220,Female,36,No,Unemployed,Low,Cat_4,D
460313,Male,32,Yes,Artist,Low,Cat_6,A
465497,Male,25,No,Homemaker,Low,Cat_5,A
465846,Female,40,Yes,Artist,Low,Cat_6,A
463374,Female,19,No,Healthcare,Low,Cat_6,D
462704,Male,48,Yes,Executive,High,Cat_6,B
462160,Female,36,Yes,Artist,Low,Cat_6,C
461365,Male,27,No,Healthcare,Low,Cat_6,D
464205,Female,82,No,Entertainment,High,Cat_6,B
459294,Male,23,No,Healthcare,Low,Cat_6,D
460318,Male,30,Yes,Entertainment,Low,Cat_6,D
467967,Male,30,Yes,Entertainment,Low,Cat_6,A
461797,Male,30,Yes,Healthcare,Low,Cat_6,D
462980,Male,28,Yes,Entertainment,Low,Cat_6,C
462361,Male,60,Yes,Artist,Low,Cat_4,A
461855,Female,52,Yes,Artist,Average,Cat_6,C
461069,Female,19,No,Healthcare,Low,Cat_3,D
467522,Female,19,No,Healthcare,Low,Cat_6,D
463327,Male,40,No,Executive,Low,Cat_5,D
459824,Male,38,Yes,Entertainment,Low,Cat_6,D
461051,Female,71,Yes,Entertainment,Average,Cat_6,B
461142,Female,40,Yes,Engineer,Low,Cat_3,B
461521,Male,68,Yes,Artist,High,Cat_6,B
459422,Male,50,Yes,Entertainment,Low,Cat_6,A
467792,Male,21,No,Healthcare,Low,Cat_6,D
467432,Male,29,Yes,Healthcare,Low,Cat_6,B
464016,Female,29,Yes,Entertainment,High,Cat_1,A
464654,Female,39,No,Engineer,Average,Cat_4,B
459111,Male,41,Yes,Executive,Low,Cat_6,B
459408,Male,28,No,Doctor,Low,Cat_6,D
466473,Female,22,No,Healthcare,Low,Cat_2,D
464365,Male,35,Yes,Artist,Low,Cat_6,A
460046,Female,49,Yes,Artist,Low,Cat_6,B
466698,Female,26,Yes,Healthcare,Low,Cat_3,D
460609,Female,33,No,Healthcare,Low,Cat_4,C
459927,Female,27,No,Engineer,Low,Cat_3,D
467057,Female,50,No,Entertainment,Low,Cat_6,A
466052,Female,37,Yes,Homemaker,Low,Cat_4,D
464210,Male,43,Yes,Marketing,Low,Cat_6,A
465873,Male,35,Yes,Entertainment,Low,Cat_6,D
459802,Female,50,Yes,Artist,Low,Cat_6,C
464817,Male,31,Yes,Artist,Low,Cat_4,A
465540,Female,29,No,Engineer,High,Cat_6,D
460845,Female,20,No,Healthcare,Low,Cat_6,D
459072,Male,66,Yes,Entertainment,Average,Cat_6,C
465694,Male,37,Yes,Healthcare,Average,Cat_4,A
466381,Male,52,Yes,Artist,Average,Cat_6,C
460947,Male,45,Yes,Executive,High,Cat_6,C
467338,Female,27,Yes,Healthcare,Low,Cat_6,D
467189,Female,46,Yes,Artist,High,Cat_6,C
466456,Female,43,No,Doctor,Low,Cat_2,A
463805,Female,32,No,Doctor,Low,Cat_6,C
462427,Male,87,Yes,Lawyer,Low,Cat_6,C
462785,Female,40,Yes,Engineer,Average,Cat_3,B
466906,Male,59,Yes,Artist,Low,Cat_6,B
461842,Male,63,Yes,Artist,Average,Cat_6,C
462229,Male,23,No,Unemployed,Low,Cat_4,D
462372,Female,65,No,Lawyer,High,Cat_6,A
462400,Male,47,Yes,Artist,Low,Cat_6,B
466598,Female,45,Yes,Artist,Low,Cat_6,C
466940,Male,79,No,Lawyer,Low,Cat_6,D
461754,Male,65,No,Entertainment,High,Cat_6,B
461376,Female,38,Yes,Healthcare,Low,Cat_6,B
459427,Female,28,Yes,Healthcare,Low,Cat_6,D
462025,Male,20,No,Healthcare,Low,Cat_4,D
465720,Female,36,Yes,Artist,Low,Cat_6,C
466354,Male,22,No,Healthcare,Low,Cat_6,D
463857,Male,56,No,Healthcare,High,Cat_7,B
465849,Female,32,Yes,Doctor,Low,Cat_4,A
464100,Female,33,Yes,Healthcare,Low,Cat_6,D
461444,Female,68,Yes,Artist,High,Cat_6,C
461828,Male,53,Yes,Artist,Average,Cat_6,C
464711,Female,38,Yes,Artist,Average,Cat_1,B
462759,Male,22,No,Healthcare,Low,Cat_2,D
465349,Female,49,Yes,Artist,High,Cat_6,C
459449,Male,43,Yes,Artist,Low,Cat_6,B
463407,Female,33,No,Doctor,Low,Cat_3,D
466632,Female,57,Yes,Artist,High,Cat_6,C
464641,Female,65,Yes,Lawyer,Low,Cat_1,D
460290,Female,50,Yes,Artist,High,Cat_7,B
462154,Male,36,Yes,Entertainment,Average,Cat_6,C
464754,Female,43,No,Engineer,Average,Cat_4,A
460167,Female,18,No,Entertainment,Low,Cat_2,C
461987,Female,43,No,Engineer,Average,Cat_6,B
463259,Male,75,Yes,Lawyer,Low,Cat_6,A
464421,Female,27,No,Marketing,High,Cat_6,D
461628,Male,39,Yes,Healthcare,Average,Cat_6,B
459126,Male,61,Yes,Artist,Low,Cat_6,B
460639,Female,73,Yes,Lawyer,Low,Cat_1,D
465143,Male,26,Yes,Engineer,Low,Cat_4,C
460860,Male,52,Yes,Artist,Average,Cat_6,B
467629,Male,50,Yes,Artist,Low,Cat_6,B
461720,Female,51,Yes,Artist,Low,Cat_4,B
460086,Male,50,No,Artist,Average,Cat_6,C
465832,Male,53,Yes,Executive,High,Cat_4,B
467070,Male,40,No,Executive,Low,Cat_6,D
459602,Female,86,No,Lawyer,Low,Cat_6,D
463541,Female,26,No,Healthcare,Low,Cat_5,B
462431,Male,32,No,Entertainment,Low,Cat_6,A
461387,Female,22,No,Healthcare,Low,Cat_2,D
461693,Female,36,Yes,Artist,Average,Cat_6,B
466793,Female,62,Yes,Artist,Average,Cat_6,B
466010,Female,69,No,Doctor,Low,Cat_3,A
465674,Female,39,Yes,Entertainment,Low,Cat_4,A
459405,Female,81,No,Doctor,High,Cat_6,A
465989,Female,28,No,Healthcare,Low,Cat_6,D
465598,Male,28,Yes,Healthcare,Low,Cat_2,D
466093,Male,52,Yes,Entertainment,Low,Cat_4,B
462773,Female,40,Yes,Artist,Average,Cat_6,B
467087,Male,68,Yes,Lawyer,Low,Cat_6,B
465763,Female,37,No,Artist,Average,Cat_4,D
462958,Male,26,No,Marketing,Low,Cat_6,D
467056,Female,31,No,Homemaker,Low,Cat_6,A
461990,Female,68,Yes,Lawyer,Low,Cat_6,C
464480,Male,42,Yes,Artist,Average,Cat_6,C
461318,Female,56,Yes,Artist,Average,Cat_5,C
467398,Male,37,No,Entertainment,Low,Cat_6,A
464222,Male,58,Yes,Artist,Low,Cat_6,D
465427,Male,33,Yes,Artist,Low,Cat_6,A
460652,Female,31,No,Homemaker,Low,Cat_4,D
463642,Female,27,Yes,Healthcare,Low,Cat_2,B
462672,Male,25,No,Healthcare,Low,Cat_4,D
466112,Male,51,Yes,Entertainment,Average,Cat_6,B
459831,Male,37,No,Engineer,Average,Cat_4,D
463027,Male,69,Yes,Executive,Average,Cat_6,B
462467,Female,45,No,Doctor,Low,Cat_6,A
461469,Male,38,Yes,Artist,Low,Cat_6,C
461562,Male,51,Yes,Artist,Average,Cat_2,C
467051,Female,19,No,Healthcare,Low,Cat_6,D
465928,Female,32,Yes,Healthcare,Low,Cat_6,D
462491,Male,31,Yes,Artist,Low,Cat_6,C
460642,Male,19,No,Healthcare,Low,Cat_3,D
460988,Male,41,Yes,Entertainment,Average,Cat_4,C
460634,Female,39,No,Entertainment,Low,Cat_3,D
461108,Male,21,No,Healthcare,Low,Cat_3,D
464175,Female,30,No,Healthcare,Low,Cat_6,D
463329,Male,23,No,Healthcare,Low,Cat_3,D
466153,Male,65,No,Entertainment,Average,Cat_6,C
467027,Male,31,No,Executive,Low,Cat_1,D
459707,Female,74,Yes,Lawyer,Low,Cat_6,D
466710,Female,73,No,Artist,High,Cat_6,C
465616,Male,42,Yes,Doctor,Low,Cat_6,C
463173,Male,47,Yes,Artist,Low,Cat_3,B
465779,Female,19,No,Healthcare,Low,Cat_2,D
465826,Male,45,No,Executive,Low,Cat_4,D
463063,Female,25,No,Marketing,Low,Cat_2,B
463575,Female,28,Yes,Entertainment,Low,Cat_6,D
466480,Female,40,Yes,Artist,Average,Cat_4,C
463175,Female,40,No,Engineer,Low,Cat_3,A
462046,Female,30,Yes,Doctor,Low,Cat_4,D
466075,Female,50,Yes,Engineer,Average,Cat_4,B
461723,Male,26,Yes,Healthcare,Low,Cat_6,C
460783,Male,82,Yes,Lawyer,Low,Cat_6,B
465962,Male,33,Yes,Healthcare,Low,Cat_7,A
462781,Male,50,No,Marketing,Low,Cat_7,C
466020,Male,83,No,Lawyer,Low,Cat_6,D
461502,Female,37,Yes,Artist,Low,Cat_6,B
463280,Male,37,Yes,Artist,Average,Cat_3,A
466936,Male,55,No,Lawyer,High,Cat_6,C
460552,Male,61,Yes,Artist,Low,Cat_3,C
459345,Female,39,Yes,Artist,Low,Cat_6,B
464256,Male,40,Yes,Artist,Low,Cat_6,C
467097,Male,55,Yes,Artist,Low,Cat_6,B
462571,Male,50,Yes,Healthcare,Average,Cat_6,D
463765,Male,26,Yes,Doctor,Low,Cat_6,D
460152,Female,53,Yes,Artist,Low,Cat_6,C
463415,Female,28,Yes,Healthcare,Low,Cat_6,B
459587,Female,32,Yes,Artist,Low,Cat_6,A
460995,Female,31,Yes,Marketing,Low,Cat_6,D
465426,Male,30,No,Healthcare,Low,Cat_6,B
461452,Female,31,Yes,Doctor,Low,Cat_3,A
460797,Male,47,Yes,Artist,Low,Cat_3,A
466618,Male,49,Yes,Artist,Average,Cat_6,C
462168,Male,37,Yes,Executive,High,Cat_6,B
465338,Male,47,Yes,Artist,Average,Cat_6,C
463501,Male,52,Yes,Executive,High,Cat_6,C
460817,Female,20,No,Entertainment,Low,Cat_3,C
459726,Male,79,No,Lawyer,High,Cat_6,B
463516,Male,47,No,Executive,High,Cat_6,C
466751,Female,20,No,Healthcare,Low,Cat_6,D
463359,Male,23,No,Healthcare,Low,Cat_6,D
463488,Female,29,No,Engineer,Low,Cat_4,A
465872,Female,33,Yes,Engineer,Low,Cat_6,A
460588,Male,21,No,Healthcare,Low,Cat_3,D
460236,Male,18,No,Healthcare,Low,Cat_6,D
460802,Male,70,Yes,Lawyer,High,Cat_6,C
459467,Female,56,Yes,Artist,Average,Cat_6,C
466953,Male,42,Yes,Artist,Average,Cat_6,B
459086,Female,28,No,Healthcare,Low,Cat_6,B
464915,Male,41,Yes,Executive,High,Cat_4,B
460827,Male,81,Yes,Lawyer,Low,Cat_6,D
464272,Male,30,Yes,Artist,Low,Cat_6,A
461063,Male,53,No,Lawyer,Low,Cat_6,D
467302,Male,26,Yes,Executive,Low,Cat_6,D
461935,Male,51,Yes,Artist,Low,Cat_6,C
459089,Male,19,No,Artist,Low,Cat_7,B
462365,Male,75,Yes,Lawyer,High,Cat_6,B
459628,Female,51,Yes,Engineer,Low,Cat_6,A
467332,Female,70,Yes,Homemaker,Low,Cat_6,B
460443,Female,38,Yes,Doctor,Low,Cat_6,A
462195,Female,21,No,Healthcare,Low,Cat_4,D
466228,Male,80,No,Lawyer,Low,Cat_4,B
461952,Female,19,No,Artist,High,Cat_4,D
467589,Male,33,No,Entertainment,Low,Cat_6,D
466107,Male,48,Yes,Entertainment,Average,Cat_6,C
462199,Female,33,No,Healthcare,Low,Cat_7,D
466452,Female,33,Yes,Engineer,Low,Cat_1,D
467074,Female,31,No,Healthcare,Low,Cat_6,C
464233,Female,48,Yes,Artist,Average,Cat_6,C
462225,Male,49,No,Engineer,Average,Cat_4,D
465970,Female,38,No,Artist,Low,Cat_6,B
460094,Female,39,Yes,Artist,Low,Cat_3,A
467428,Female,46,Yes,Entertainment,Average,Cat_6,B
465623,Male,41,Yes,Artist,Average,Cat_6,C
467516,Female,31,No,Artist,High,Cat_4,A
462975,Male,37,Yes,Entertainment,Average,Cat_6,C
462389,Female,58,No,Engineer,Low,Cat_6,B
461556,Female,49,Yes,Engineer,Average,Cat_6,A
465964,Female,47,No,Marketing,Low,Cat_6,D
460724,Male,30,Yes,Healthcare,Low,Cat_6,D
460660,Male,41,No,Entertainment,Low,Cat_6,A
466787,Female,33,Yes,Doctor,Low,Cat_6,A
467256,Male,33,No,Healthcare,Low,Cat_2,B
467414,Male,27,Yes,Healthcare,Low,Cat_6,D
466742,Male,45,No,Doctor,Low,Cat_3,A
466017,Female,45,Yes,Homemaker,Low,Cat_3,B
463079,Female,35,No,Marketing,Low,Cat_3,D
459679,Female,21,No,Entertainment,Low,Cat_6,D
465930,Female,36,Yes,Artist,Low,Cat_6,A
464821,Female,56,No,Unemployed,Low,Cat_4,D
460175,Female,28,No,Artist,Low,Cat_2,C
466725,Female,89,No,Lawyer,High,Cat_6,A
465095,Male,48,Yes,Executive,High,Cat_6,C
465452,Male,47,No,Entertainment,High,Cat_6,C
463473,Male,23,No,Healthcare,Low,Cat_6,D
463213,Female,18,No,Healthcare,Low,Cat_6,D
467653,Male,58,Yes,Lawyer,High,Cat_6,C
463218,Male,42,No,Entertainment,Average,Cat_6,A
461289,Male,22,No,Healthcare,Low,Cat_6,D
459983,Female,50,Yes,Artist,Low,Cat_6,B
465845,Female,40,Yes,Entertainment,Low,Cat_6,B
462363,Male,73,No,Executive,High,Cat_6,D
460575,Female,27,No,Artist,Low,Cat_3,D
461509,Male,40,Yes,Artist,Average,Cat_6,B
460542,Female,81,No,Lawyer,Low,Cat_3,B
461148,Male,37,Yes,Artist,Average,Cat_3,A
464064,Female,39,No,Doctor,Low,Cat_6,B
460545,Male,83,No,Lawyer,High,Cat_3,D
459303,Male,55,Yes,Artist,Low,Cat_6,B
462568,Male,51,Yes,Doctor,Low,Cat_6,A
462635,Male,42,No,Engineer,Average,Cat_4,A
464456,Male,27,Yes,Artist,Low,Cat_6,C
465106,Male,53,Yes,Executive,High,Cat_6,C
467605,Female,40,Yes,Engineer,Average,Cat_6,A
466116,Male,62,Yes,Artist,Average,Cat_3,C
461388,Male,21,No,Healthcare,Low,Cat_2,D
466155,Male,40,Yes,Entertainment,Average,Cat_7,A
467176,Male,27,No,Healthcare,Low,Cat_3,A
459400,Female,84,No,Lawyer,High,Cat_6,B
466784,Male,26,No,Doctor,Low,Cat_6,D
460320,Male,26,No,Artist,Low,Cat_6,C
466454,Male,33,Yes,Entertainment,Low,Cat_6,A
467028,Male,27,Yes,Artist,Low,Cat_6,D
464827,Female,46,No,Entertainment,Average,Cat_4,D
465463,Female,28,No,Doctor,Low,Cat_2,A
464501,Female,25,No,Healthcare,Low,Cat_6,A
460659,Female,47,Yes,Marketing,Average,Cat_6,A
463715,Female,32,No,Artist,Low,Cat_6,C
461028,Female,21,No,Healthcare,Low,Cat_4,D
466766,Male,73,Yes,Lawyer,High,Cat_6,C
462475,Male,35,Yes,Artist,Average,Cat_6,B
465770,Male,52,Yes,Artist,Low,Cat_6,B
466823,Male,40,Yes,Artist,Low,Cat_6,B
463505,Male,31,Yes,Healthcare,Low,Cat_6,D
467083,Female,88,Yes,Lawyer,High,Cat_6,A
467675,Female,39,No,Unemployed,Low,Cat_6,A
464080,Female,41,Yes,Artist,Low,Cat_6,C
462287,Female,73,Yes,Artist,Average,Cat_6,C
466503,Male,45,Yes,Artist,Average,Cat_6,B
461847,Male,41,No,Entertainment,Low,Cat_6,A
461447,Male,75,Yes,Lawyer,High,Cat_6,C
459982,Male,39,Yes,Entertainment,Low,Cat_6,A
463316,Female,89,No,Lawyer,High,Cat_6,A
466758,Male,45,Yes,Doctor,Low,Cat_6,A
464307,Female,50,Yes,Artist,Average,Cat_6,C
461344,Male,43,No,Healthcare,High,Cat_7,B
463353,Male,50,Yes,Executive,Average,Cat_2,B
467349,Female,53,No,Entertainment,Low,Cat_6,D
462607,Female,37,No,Engineer,Average,Cat_4,D
467172,Male,40,No,Artist,Low,Cat_6,C
464324,Male,76,Yes,Lawyer,Low,Cat_3,D
462108,Female,27,Yes,Homemaker,Average,Cat_6,A
459288,Male,41,Yes,Artist,Low,Cat_6,A
460050,Male,50,Yes,Entertainment,Low,Cat_6,A
464994,Male,56,Yes,Executive,High,Cat_6,C
464903,Male,28,No,Entertainment,Average,Cat_4,A
461251,Female,46,Yes,Marketing,Low,Cat_6,D
463165,Female,72,Yes,Doctor,Average,Cat_6,A
460419,Female,41,No,Doctor,Low,Cat_7,A
465981,Male,28,No,Artist,Low,Cat_6,A
465281,Female,27,Yes,Artist,Average,Cat_6,C
463781,Female,32,No,Healthcare,Low,Cat_4,D
466569,Female,20,No,Doctor,Low,Cat_6,A
466547,Male,45,Yes,Executive,Low,Cat_6,B
464631,Male,59,Yes,Artist,Low,Cat_6,C
465957,Female,46,Yes,Marketing,Low,Cat_6,D
459848,Male,46,Yes,Artist,Average,Cat_6,C
461642,Male,41,Yes,Artist,Low,Cat_6,A
467259,Male,70,Yes,Lawyer,High,Cat_6,B
459388,Female,25,Yes,Homemaker,Low,Cat_6,D
463439,Male,42,Yes,Artist,Average,Cat_6,B
464764,Female,60,No,Engineer,High,Cat_4,A
467073,Male,37,Yes,Engineer,Low,Cat_6,D
460480,Male,18,No,Healthcare,Low,Cat_3,D
464419,Male,52,Yes,Artist,Average,Cat_6,C
463686,Female,32,No,Artist,Low,Cat_2,A
459411,Male,74,No,Lawyer,Low,Cat_6,A
463774,Male,29,Yes,Healthcare,Average,Cat_6,A
463671,Male,37,Yes,Entertainment,Average,Cat_6,C
466986,Male,45,No,Entertainment,Average,Cat_6,B
465508,Male,22,No,Healthcare,Low,Cat_6,D
463284,Female,60,Yes,Engineer,Low,Cat_3,B
465351,Female,51,Yes,Artist,Average,Cat_6,B
464001,Male,59,Yes,Artist,Average,Cat_6,C
459483,Male,55,Yes,Artist,Average,Cat_7,A
466013,Male,22,No,Healthcare,Low,Cat_4,D
459763,Male,18,No,Artist,Low,Cat_4,D
466490,Female,84,No,Lawyer,High,Cat_6,B
463024,Male,35,Yes,Artist,Low,Cat_6,A
463665,Male,50,Yes,Entertainment,Average,Cat_6,C
463459,Male,73,Yes,Artist,High,Cat_6,C
462756,Female,23,No,Engineer,Low,Cat_6,B
461414,Male,30,Yes,Entertainment,Low,Cat_3,D
463915,Female,21,Yes,Healthcare,Low,Cat_2,D
